"Gene","CellTypes","Comparisons","Occurrences","Mean_Log2FC","Mean_Abs_Log2FC","MinPadj",".Direction"
"MGAT4B",7,3,12,-0.0600221450107711,0.400168035125992,1,"drop"
"ZNF706",7,3,12,-0.300697796083963,0.398878732457218,0.00544364567280825,"drop"
"SCAMP2",7,3,12,-0.349008456568825,0.395922064347463,0.0566262491724439,"drop"
"STK17A",7,3,12,-0.117519934583739,0.393140158888932,0.36712920652598,"drop"
"TMEM138",7,3,12,-0.0746811726460266,0.390639808862892,1,"drop"
"EMC6",7,3,12,-0.0148796509689324,0.390413529774534,1,"drop"
"TLK1",7,3,12,0.138291737349953,0.390066949601411,1,"drop"
"ARID2",7,3,12,-0.189513662839669,0.387948093482996,1,"drop"
"DIS3",7,3,12,0.0364215944188208,0.387250745444809,1,"drop"
"EIF4E2",7,3,12,-0.240031274322985,0.386848689004963,1,"drop"
"ZBTB44",7,3,12,0.292152724335133,0.38570720327446,1,"drop"
"MAPKAPK5",7,3,12,0.136324848427395,0.381515566005328,1,"drop"
"MIER1",7,3,12,0.100740208382216,0.38027141896116,0.495819440422751,"drop"
"PSMC4",7,3,12,-0.0974958399677633,0.378148202089853,1,"drop"
"C12orf65",7,3,12,-0.156101513198568,0.376952955779529,1,"drop"
"SLU7",7,3,12,0.0453713558211711,0.37523173508204,0.983949387435207,"drop"
"FAM13B",7,3,12,-0.166091516884208,0.37421326743914,1,"drop"
"BBX",7,3,12,-0.0142552241942397,0.365139247512158,1,"drop"
"MRPL13",7,3,12,-0.0537014248131997,0.362706271145184,1,"drop"
"ALKBH5",7,3,12,-0.023717195217241,0.35843355339099,1,"drop"
"GTF2F2",7,3,12,-0.0603614597407744,0.354978834853882,1,"drop"
"MED15",7,3,12,-0.142205206847974,0.354798220696702,1,"drop"
"PPP6C",7,3,12,-0.153744204880651,0.350944231408039,1,"drop"
"TAZ",7,3,12,-0.0883375781039905,0.350751233511949,1,"drop"
"DIP2A",7,3,12,-0.0899275768755432,0.349695921141936,1,"drop"
"TUT4",7,3,12,0.113480334529658,0.345521905715913,1,"drop"
"RUNX1",7,3,12,-0.0260303225532409,0.345003349953295,1,"drop"
"ROCK1",7,3,12,-0.23573674675134,0.329626606695548,0.0000290831310190451,"drop"
"SOS1",7,3,11,0.127384646065383,0.63777192538313,0.642870927885944,"drop"
"DDX60L",7,3,11,0.516422786802368,0.629930271715904,0.0306907085939352,"drop"
"SOCS3",7,3,11,0.143514648497953,0.624497790892538,1,"drop"
"STK24",7,3,11,0.18816882338642,0.60578730579235,1,"drop"
"ATP6V0D1",7,3,11,-0.11345058590657,0.593422427176888,1,"drop"
"PAGR1",7,3,11,-0.393217763381583,0.567517747573403,1,"drop"
"MRPS14",7,3,11,-0.514438365743107,0.56582920803663,1,"drop"
"EGLN2",7,3,11,-0.382699973488509,0.565156104068228,0.0322207395181891,"drop"
"PNPT1",7,3,11,0.0682324860822828,0.563426849620637,1,"drop"
"ALOX5AP",7,3,11,-0.493956485157582,0.557229753279095,0.00134352623299055,"drop"
"GNLY",7,3,11,0.0999844167205251,0.544670717377614,0.625020659064514,"drop"
"KIAA0040",7,3,11,-0.33002862043283,0.542578740935784,0.00000000157392235478781,"drop"
"ZNF264",7,3,11,0.20073230807141,0.537282223749139,1,"drop"
"AKIRIN1",7,3,11,-0.177425395086702,0.520848451193415,0.892903339437749,"drop"
"MAPKAPK2",7,3,11,-0.352939621930795,0.517177750772186,1,"drop"
"SLC44A2",7,3,11,0.0661806353057649,0.514552410099952,1,"drop"
"CMIP",7,3,11,0.356170854956443,0.510031314941076,1,"drop"
"MCL1",7,2,11,0.161828416680699,0.506343900255793,1,"drop"
"CWF19L2",7,3,11,0.313190786153959,0.504857679164793,1,"drop"
"RNF20",7,3,11,-0.451793587455987,0.503004386660082,1,"drop"
"YAF2",7,3,11,0.162045317227405,0.498752570714306,1,"drop"
"PECAM1",7,3,11,0.0911699759618263,0.497933569934749,1,"drop"
"SLC2A4RG",7,3,11,-0.0589135319511054,0.497724875401004,0.870851754867958,"drop"
"HMGB2",7,3,11,-0.134834094297467,0.496474640682112,0.0000000000025093748467407,"drop"
"MFSD10",7,3,11,-0.260763368497032,0.495532266789894,1,"drop"
"FMR1",7,3,11,0.493468813971459,0.493468813971459,1,"drop"
"DENND6A",7,3,11,-0.232156135684201,0.490280787920494,1,"drop"
"REL",7,3,11,0.248301893715712,0.489292278651535,0.000149703511459046,"drop"
"RALGAPA1",7,3,11,-0.027676651063256,0.478750051628318,1,"drop"
"PRR14L",7,3,11,-0.110910337199851,0.476558770823554,1,"drop"
"TGS1",7,3,11,-0.0588389646787101,0.4731292110123,1,"drop"
"GIGYF2",7,3,11,-0.27247007208795,0.473105877930471,0.209071538435017,"drop"
"CHD8",7,3,11,-0.472853020749726,0.472853020749726,1,"drop"
"HIST1H4C",7,3,11,-0.168344471352467,0.472427382783289,0.000111049420133223,"drop"
"BACH1",7,3,11,0.0576105655664845,0.469868935527032,0.00843892326717681,"drop"
"TBC1D15",7,3,11,0.0517017938089422,0.469413185104045,1,"drop"
"HECA",7,3,11,0.41005036973175,0.467734245701525,1,"drop"
"OSBPL9",7,3,11,0.238017765528402,0.466668733749331,0.739306665342694,"drop"
"JMY",7,3,11,-0.0172166925682305,0.466622514525324,1,"drop"
"CUL3",7,3,11,-0.242379106431593,0.465015339514407,1,"drop"
"USP11",7,3,11,0.0414685231310779,0.464579555480139,1,"drop"
"UBE4A",7,3,11,-0.0740869812193205,0.455389669049743,1,"drop"
"PPM1B",7,3,11,-0.0543328253703516,0.454768959043297,1,"drop"
"IGF2R",7,3,11,-0.134655281048012,0.454181230117817,1,"drop"
"ZFAND2A",7,2,11,0.452612262905661,0.452612262905661,1,"drop"
"RNF11",7,3,11,0.238380510150273,0.446810980560931,1,"drop"
"RP9",7,3,11,0.156082354013809,0.445871732114545,1,"drop"
"TOPORS",7,3,11,0.142389404819857,0.444471217181382,1,"drop"
"IVNS1ABP",7,3,11,-0.029517488554281,0.440491606186318,1,"drop"
"C7orf50",7,3,11,0.00342605766042628,0.438380480493716,1,"drop"
"UBAP2",7,3,11,0.0377633229128187,0.435654937002868,1,"drop"
"ACSL3",7,3,11,-0.0726916926458223,0.43546024281783,1,"drop"
"NLRP1",7,3,11,-0.00575167229205983,0.434399326662478,1,"drop"
"KDM5B",7,3,11,0.0365234394575254,0.434258602848116,1,"drop"
"TRAPPC4",7,3,11,-0.26616022212058,0.433142837821662,1,"drop"
"TSHZ1",7,3,11,0.0676078839746916,0.43280237614471,1,"drop"
"DNAJA2",7,3,11,-0.326458396073147,0.430863652067558,1,"drop"
"DYNLL2",7,3,11,0.430856264881415,0.430856264881415,1,"drop"
"SNAPC5",7,3,11,-0.256916840012655,0.425736005933402,1,"drop"
"SECISBP2L",7,3,11,0.165763511867795,0.42299025854488,1,"drop"
"CUL2",7,3,11,-0.041325910606177,0.422049594768325,1,"drop"
"FAM107B",7,3,11,0.168817167144701,0.420537962392828,0.00122703714050326,"drop"
"NUDT22",7,3,11,-0.037413678451647,0.420455055754666,1,"drop"
"RAB27A",7,3,11,-0.129252525822219,0.420393114164748,0.093399486416772,"drop"
"TUBA1B",7,3,11,-0.111066397242944,0.419755543554759,0.0109987541191235,"drop"
"IMMP1L",7,3,11,-0.107920068012916,0.418685384606428,1,"drop"
"LAMP1",7,3,11,-0.277179719455458,0.418671050671355,1,"drop"
"RILPL2",7,3,11,-0.4178102721622,0.4178102721622,0.000368363744504637,"drop"
"P2RY10",7,2,11,0.0796363010036021,0.414717824286185,1,"drop"
"GOLT1B",7,3,11,-0.184428739153275,0.414267704839239,1,"drop"
"OTUD6B-AS1",7,3,11,-0.165770533566172,0.413512986974673,1,"drop"
"CSNK1D",7,3,11,-0.115435744318468,0.4125621364775,1,"drop"
"ELF1",7,3,11,-0.00422107259611127,0.410375153743174,0.000000439369713466249,"drop"
"SHPRH",7,3,11,-0.191656482681963,0.409354192960052,1,"drop"
"MKNK2",7,3,11,-0.0755981176294318,0.408412538571671,1,"drop"
"LCP2",7,3,11,0.119535176741498,0.406903317210658,0.000965041035219383,"drop"
"AMD1",7,3,11,0.021373190320651,0.402999857947171,1,"drop"
"ASXL2",7,3,11,0.0389431241667745,0.401655994668474,1,"drop"
"GPCPD1",7,3,11,0.0710356742711828,0.401458041022605,1,"drop"
"KLC1",7,3,11,-0.0640664330327774,0.400105692885623,1,"drop"
"WASHC2A",7,3,11,0.0882257181519226,0.398316655961333,1,"drop"
"HK1",7,3,11,-0.245293189018382,0.3964981523009,1,"drop"
"MED13",7,3,11,0.243206550963725,0.396090697488175,1,"drop"
"GSTO1",7,3,11,-0.18509241364465,0.39523897238651,1,"drop"
"YTHDC2",7,3,11,-0.187941343034976,0.394836050077828,1,"drop"
"ARHGAP45",7,3,11,-0.167404320387282,0.39439784622725,0.0169068876732443,"drop"
"MLLT6",7,3,11,0.341666815771909,0.393805350253762,1,"drop"
"CARHSP1",7,3,11,-0.202239554430571,0.392786963045711,1,"drop"
"N4BP2L1",7,3,11,0.141114812716161,0.390563471587486,1,"drop"
"PCSK7",7,3,11,-0.100542798905769,0.390479253788682,1,"drop"
"MT-ATP8",7,3,11,0.149286038173479,0.388418258859181,1,"drop"
"PTEN",7,3,11,-0.100528642447649,0.384496020954176,0.0000090614334159799,"drop"
"HUWE1",7,3,11,0.0363688548683595,0.38427997157895,1,"drop"
"PPP2R5A",7,3,11,-0.0651871809101564,0.383397400599666,1,"drop"
"ILF3-DT",7,3,11,-0.194317729462294,0.382916930479788,1,"drop"
"SVBP",7,2,11,0.0947622112601105,0.378926433422611,1,"drop"
"CCZ1",7,3,11,-0.0708613455767157,0.376477997338793,1,"drop"
"USP4",7,3,11,-0.0420006146513801,0.375772578845514,1,"drop"
"KDM5A",7,3,11,-0.109339486255467,0.374234980911239,0.00247521387386703,"drop"
"VAV3",7,3,11,-0.204826651613873,0.373706112912222,1,"drop"
"NCOA1",7,3,11,0.134566783748316,0.373082426813138,1,"drop"
"PPP2R2A",7,2,11,-0.309411839047049,0.373032800868956,1,"drop"
"RBMX2",7,3,11,-0.277430187380358,0.372011996107205,1,"drop"
"SELENOS",7,3,11,-0.0331224328267467,0.371773195752941,1,"drop"
"FOXN2",7,3,11,-0.227283636249745,0.370775696782055,1,"drop"
"DSTN",7,3,11,-0.21693405934791,0.370135944322068,0.174207024726063,"drop"
"STXBP3",7,3,11,0.00428623803343082,0.370060375431577,1,"drop"
"RANBP2",7,3,11,-0.0948067920484789,0.369699606143356,1,"drop"
"RAB1A",7,3,11,-0.0429802973293609,0.367196195218889,1,"drop"
"ATG3",7,3,11,-0.000617047705536268,0.36381822188336,0.49462025198778,"drop"
"PRORP",7,3,11,-0.114961437753902,0.362769650515041,1,"drop"
"ATE1",7,3,11,0.0208301226726155,0.362125483681957,1,"drop"
"CHTOP",7,3,11,-0.246278983392337,0.361917283787619,1,"drop"
"MKLN1",7,3,11,0.159478607142142,0.361014926943278,1,"drop"
"ANXA7",7,3,11,-0.0147996398453716,0.360786762849611,0.104886812780837,"drop"
"CTBP1",7,3,11,0.223261077177033,0.360618241072438,1,"drop"
"ZYX",7,3,11,-0.0106852256293393,0.358114230670046,1,"drop"
"EVI2B",7,3,11,-0.352147174096524,0.352147174096524,0.0192462525980184,"drop"
"UBALD2",7,3,11,0.148618837726272,0.345408552220142,1,"drop"
"PLRG1",7,3,11,-0.148772782829495,0.341906178916419,1,"drop"
"F8A1",7,3,11,0.0300390777835751,0.341185316080385,1,"drop"
"METTL5",7,3,11,-0.228346740555423,0.335332063556227,1,"drop"
"WSB1",7,3,11,-0.189119467643038,0.333030130619658,1,"drop"
"DEGS1",7,3,10,-0.116149027444138,0.68197441817781,0.00000342099639178746,"drop"
"BTN3A1",7,3,10,0.00262166749065963,0.661315819903086,1,"drop"
"CEBPD",7,2,10,-0.606786365839493,0.606786365839493,0.000000212837680124393,"drop"
"MEF2A",7,3,10,0.400564023006095,0.602966151512295,1,"drop"
"TSPAN14",7,3,10,-0.408154793614618,0.592566395053498,1,"drop"
"RNF139",7,3,10,0.445877221681352,0.576678514932525,0.507125222184338,"drop"
"COA3",7,3,10,-0.453145699291478,0.556131176671995,0.0483390371641103,"drop"
"CPD",7,3,10,-0.135180814392244,0.555870408875146,0.0000000000000000204392720107327,"drop"
"HOTAIRM1",7,3,10,0.276087081948874,0.550894813660356,0.00593368761036153,"drop"
"PLEK",7,3,10,-0.179241909959746,0.542846651155492,0.0000000000000273228668142176,"drop"
"CARD16",7,3,10,-0.10779763896435,0.532151345597193,1,"drop"
"CISD1",7,3,10,-0.137948673363728,0.529438780828931,1,"drop"
"ARHGEF18",7,3,10,-0.163075806018934,0.529155388048409,1,"drop"
"COQ10B",7,3,10,0.355854366553326,0.523057159349601,1,"drop"
"CTSC",7,2,10,-0.173929586684573,0.510969308799124,0.0333004582762725,"drop"
"SLC66A3",7,3,10,-0.174625255006752,0.509610232935688,1,"drop"
"GPANK1",7,3,10,-0.399191635949534,0.506923306117839,1,"drop"
"PIAS2",7,3,10,-0.298405819899503,0.50535204547216,1,"drop"
"NLRC5",7,3,10,-0.433033223084642,0.503458287644635,1,"drop"
"ANXA2R",7,3,10,-0.121019765093243,0.501709966840398,1,"drop"
"ZC3H13",7,3,10,0.0117875931827766,0.497673032843845,1,"drop"
"TRMT112",7,3,10,-0.350524408942224,0.495837826158603,0.0000454207701805732,"drop"
"CYTOR",7,2,10,-0.262899722579414,0.494122353049844,1,"drop"
"EEF1E1",7,3,10,-0.334573047881948,0.48484864159261,0.0220911502122001,"drop"
"CMAS",7,3,10,-0.35063681709996,0.482190828547121,1,"drop"
"ZFPM1",7,3,10,-0.409981262531544,0.480243484041678,0.000866211076597417,"drop"
"RALBP1",7,3,10,-0.364436558533599,0.479005510191809,1,"drop"
"DTNBP1",7,3,10,-0.0045100682506089,0.477721527996938,0.792776132337913,"drop"
"CCDC167",7,3,10,-0.134021797756135,0.47515266363301,1,"drop"
"SNRNP40",7,3,10,-0.470984473728518,0.470984473728518,0.487392512679367,"drop"
"KLF7",7,3,10,-0.0963488174727582,0.470410572935347,1,"drop"
"GOLGA3",7,3,10,-0.399443904846979,0.47039857614348,1,"drop"
"AHSA1",7,3,10,-0.335316234771014,0.467891360808789,0.000000292470323218383,"drop"
"ROCK2",7,3,10,-0.239531786577848,0.467508023211125,0.00483380511759153,"drop"
"ARIH2",7,3,10,0.283868514996647,0.462753885262802,1,"drop"
"RBM22",7,3,10,-0.253401422688784,0.461999358349303,0.398995815039522,"drop"
"SAR1B",7,3,10,0.179880201391966,0.457632892793113,1,"drop"
"ELOVL5",7,3,10,0.0557576330641996,0.456376605438418,1,"drop"
"DOCK10",7,3,10,0.0122825446188785,0.454288713480071,0.0134158424086118,"drop"
"PPCS",7,3,10,-0.0720344377004103,0.453987651057107,1,"drop"
"MRPS5",7,3,10,-0.17887759169377,0.45366802930678,0.138648700400488,"drop"
"MIGA1",7,3,10,0.0733362496395975,0.452522884915654,1,"drop"
"MXI1",7,3,10,-0.122329344539702,0.45215886391086,1,"drop"
"ZBTB7A",7,3,10,0.241679094386862,0.448576705287269,1,"drop"
"USP24",7,3,10,-0.0788340237651036,0.447895597572639,1,"drop"
"IFI16",7,3,10,0.117706940643823,0.44670845210434,0.00000961412459510012,"drop"
"BAZ2B",7,3,10,-0.147296204787317,0.446605003864176,0.197412927433336,"drop"
"PPP3R1",7,3,10,0.141785617769059,0.446169797718433,1,"drop"
"CYTIP",7,3,10,0.0459737407251158,0.440851864620122,0.00110219174225361,"drop"
"KAT6B",7,3,10,0.175646758551965,0.440295271637935,1,"drop"
"ADSS",7,3,10,-0.167493303265085,0.436932801269741,1,"drop"
"ICE1",7,3,10,-0.260380848413879,0.433780714999128,1,"drop"
"PGGT1B",7,3,10,-0.217819104723901,0.433548339774456,1,"drop"
"SLBP",7,3,10,0.0207064908731482,0.432308715167468,1,"drop"
"MAPK1",7,3,10,-0.144488857378103,0.432169421943893,0.0606567858928728,"drop"
"RAB8B",7,3,10,0.0419388722833731,0.431919172403986,1,"drop"
"FNIP1",7,3,10,-0.0188733729747117,0.430738799975507,0.00151723758634245,"drop"
"CRLF3",7,3,10,0.00943458826538538,0.4280939048452,1,"drop"
"WDR54",7,3,10,-0.369770763738039,0.426615145656332,1,"drop"
"SPATA13",7,3,10,0.0417364126604812,0.425946671048711,1,"drop"
"LASP1",7,3,10,-0.331379204622926,0.425838650856682,1,"drop"
"DNPEP",7,3,10,-0.353207802479694,0.424726817959372,1,"drop"
"SMIM12",7,3,10,-0.0975582277717596,0.419842555914721,1,"drop"
"ARCN1",7,3,10,0.0982463586162286,0.417721174014147,1,"drop"
"TFDP2",7,3,10,0.0499870347505837,0.414893831255686,1,"drop"
"C12orf75",7,3,10,0.303989390383778,0.414361907392036,1,"drop"
"KCNAB2",7,3,10,-0.264204674712061,0.413399005129293,1,"drop"
"TULP4",7,3,10,0.124028398115997,0.413366975371226,1,"drop"
"EIF4A3",7,3,10,-0.273727376176786,0.413115375767786,1,"drop"
"STX4",7,3,10,0.114356231507063,0.411279832176176,1,"drop"
"ARPC1A",7,3,10,-0.157212255239976,0.410375214061358,1,"drop"
"CUX1",7,3,10,0.0131886834533479,0.405583770479169,1,"drop"
"NOLC1",7,3,10,-0.0592209969453997,0.404301655321235,1,"drop"
"AKAP17A",7,3,10,0.0040942418832296,0.401488082549967,1,"drop"
"ZBTB24",7,2,10,0.174524972621012,0.398915163382724,1,"drop"
"PHF21A",7,3,10,-0.0965090141070233,0.397370092405014,1,"drop"
"MITD1",7,3,10,-0.176168598505902,0.397255370312383,0.249880595302255,"drop"
"RAB4A",7,3,10,0.10860296426505,0.395242678484965,1,"drop"
"TRAF5",7,3,10,-0.271722300749865,0.393749449838492,1,"drop"
"EIF2S1",7,3,10,0.0417428730028686,0.393229314481269,0.0171772234256759,"drop"
"MZT1",7,3,10,0.0244555104699723,0.39274605379415,1,"drop"
"UBE2L6",7,3,10,0.0063798191286062,0.392237732273831,1,"drop"
"CWC25",7,3,10,-0.0309042867514228,0.392115182178371,1,"drop"
"RETREG2",7,3,10,-0.275607469570519,0.392028247673964,1,"drop"
"PRKAG2",7,3,10,-0.145885904168186,0.391990604235206,1,"drop"
"PARP8",7,2,10,-0.0395769146326532,0.388555159581292,0.000219578072288515,"drop"
"USP8",7,3,10,-0.328897518109672,0.387760980484126,1,"drop"
"KDM1A",7,3,10,-0.170169413508666,0.38714513805013,1,"drop"
"SLMAP",7,3,10,0.122837311880334,0.386600807533702,1,"drop"
"RC3H1",7,3,10,0.140576255411254,0.386547304013409,1,"drop"
"PPDPF",7,3,10,0.277536611851077,0.384491109147499,0.0247103303633863,"drop"
"PTAR1",7,3,10,0.2610488396366,0.384327298691764,1,"drop"
"REXO2",7,3,10,-0.158736448336876,0.384313914462493,1,"drop"
"CARS2",7,3,10,-0.0946249855988749,0.383384565574752,1,"drop"
"TMED5",7,3,10,-0.217763700414812,0.382392799499708,1,"drop"
"ILRUN",7,3,10,0.263832056063267,0.380043788758816,1,"drop"
"CD2AP",7,3,10,-0.186968968188568,0.379769918542573,1,"drop"
"REV3L",7,3,10,-0.0682878754283055,0.374089028533596,1,"drop"
"DIAPH1",7,3,10,0.0124380356105173,0.372298315584366,1,"drop"
"ADNP",7,3,10,-0.225479091374882,0.371800692080065,1,"drop"
"ZNF274",7,3,10,-0.116987638856801,0.371501550244174,1,"drop"
"SAR1A",7,3,10,0.0773202177955782,0.370687490991522,1,"drop"
"STRAP",7,3,10,0.0925226103154282,0.370302913273599,1,"drop"
"PIGP",7,3,10,-0.0624632931707076,0.369961161270981,1,"drop"
"PSMA5",7,3,10,-0.134810793772884,0.366065723923133,1,"drop"
"PSMD13",7,3,10,0.0344484810468118,0.361883328031947,1,"drop"
"JMJD1C",7,3,10,-0.102211364810575,0.35506871184738,1,"drop"
"ZFC3H1",7,3,10,0.0603839321272216,0.354932172510572,1,"drop"
"LINC00909",7,3,10,-0.0714030984137169,0.347862857158128,1,"drop"
"TRIM52-AS1",7,3,10,0.164848622220961,0.347572698815966,1,"drop"
"BABAM1",7,2,10,-0.107865971662146,0.346967971918054,1,"drop"
"ROMO1",7,3,10,0.286957745001168,0.344249662981103,0.775903115682165,"drop"
"RMDN1",7,3,10,-0.248606852217748,0.341991298274354,1,"drop"
"NUTM2B-AS1",7,3,10,0.0309321865007352,0.340569272328411,1,"drop"
"BUB3",7,3,10,-0.0774422241913123,0.335602696845671,0.146571829573084,"drop"
"CIAO1",7,3,10,-0.262643296361336,0.335434177617155,0.316652959095134,"drop"
"KIAA1109",7,3,10,0.205365148068888,0.333422310489985,1,"drop"
"NORAD",7,3,10,0.0112330814141812,0.329294983652207,1,"drop"
"SEC11A",7,3,10,-0.192738033435127,0.324282202966582,0.00607833011432954,"drop"
"ANKRD11",7,3,10,-0.065084670162944,0.31549784164631,1,"drop"
"EAPP",7,3,10,-0.132823433990577,0.304194236609289,0.41101473963198,"drop"
"HERC5",7,3,9,0.740348423668672,1.20065022898476,0.000000000000000000000000000890795876927089,"drop"
"OAS2",7,3,9,0.598220465521415,1.10318739909504,0.00000218108218935339,"drop"
"PLSCR1",7,3,9,0.519996270441753,0.653673157050504,0.00000350614158428622,"drop"
"USP25",7,3,9,0.0857180636808589,0.580442283889867,1,"drop"
"C1GALT1",7,3,9,0.430901203246861,0.558864490558137,1,"drop"
"COPB2",7,2,9,-0.55825365750781,0.55825365750781,0.0154237555621055,"drop"
"ZNF75A",7,3,9,-0.362439688544189,0.554226056070607,1,"drop"
"NDUFA5",7,3,9,0.521370631996198,0.521370631996198,1,"drop"
"TRIM8",7,3,9,0.0187346768833119,0.514834256819785,1,"drop"
"SLC25A46",7,3,9,0.121415381233513,0.510424266524312,1,"drop"
"YWHAH",7,3,9,-0.157776873698755,0.503981861045806,0.00000784912582640753,"drop"
"KLHL36",7,3,9,-0.108422217818328,0.497670303423081,1,"drop"
"RAB1B",7,3,9,-0.142799947942074,0.492932332883828,1,"drop"
"TSSC4",7,3,9,-0.475744113639048,0.475744113639048,1,"drop"
"CEBPB",7,3,9,-0.0664033074189414,0.474676696053995,0.00329401023929184,"drop"
"SNAP29",7,3,9,-0.167055351761277,0.470265901233194,1,"drop"
"PSME2",7,3,9,-0.0531248459158825,0.469095033416333,1,"drop"
"LYN",7,3,9,0.237738934992254,0.461472184363506,0.000902678657160347,"drop"
"TBC1D1",7,3,9,-0.27367706385854,0.458978086260107,1,"drop"
"SIGIRR",7,3,9,-0.398972123603101,0.454702359543075,0.57208470431394,"drop"
"RUFY1",7,3,9,0.0159928750529725,0.453687437088983,1,"drop"
"USF2",7,3,9,0.133182358762047,0.452020090855238,1,"drop"
"AKT3",7,3,9,-0.211926413782963,0.449831739919,0.232392168211052,"drop"
"SUGT1",7,3,9,-0.131579785544751,0.448028257209612,1,"drop"
"AKAP13",7,3,9,-0.362950525643421,0.445802461237609,0.00000374823293302785,"drop"
"FBXW7",7,3,9,0.0960238368980121,0.444071552074079,1,"drop"
"ARHGEF3",7,3,9,0.0805718652517817,0.443959010073047,1,"drop"
"RPL37A",7,3,9,0.43901832845614,0.43901832845614,0.000000000000000000000000000000000000000000306523044594222,"drop"
"JPT1",7,2,9,-0.363925766854421,0.438634142448122,0.00895100679277578,"drop"
"PSMB10",7,3,9,-0.243421030960715,0.435733101272539,0.000315446471814869,"drop"
"PTPRA",7,3,9,0.345176636252376,0.428803643719288,1,"drop"
"NEDD9",7,3,9,-0.19159401187653,0.425661558261774,0.00460665827583212,"drop"
"COPS2",7,3,9,0.421126430140763,0.421126430140763,1,"drop"
"DNM2",7,3,9,-0.338233260050323,0.420286487371881,1,"drop"
"SMIM4",7,3,9,0.34404870800731,0.41961093712394,1,"drop"
"ARMCX6",7,3,9,-0.278581121423113,0.414141722488511,1,"drop"
"TSR2",7,3,9,0.0227398209188426,0.412586289867372,1,"drop"
"ADI1",7,3,9,-0.233148599445158,0.410625253404302,0.00168557400071387,"drop"
"DNTTIP2",7,3,9,0.145161963379421,0.407969601690196,1,"drop"
"LPIN2",7,3,9,0.245926035244614,0.404167225639618,1,"drop"
"PDHB",7,3,9,-0.172022559720564,0.396293144118182,1,"drop"
"SPEN",7,3,9,0.200098735395663,0.396035773956292,1,"drop"
"ITPR1",7,3,9,0.250179582364825,0.395406394243677,0.368519797160873,"drop"
"COA6",7,3,9,-0.170528378878251,0.394563590372313,1,"drop"
"TACC1",7,3,9,0.0246755071824284,0.394380618397212,1,"drop"
"NDUFA3",7,3,9,-0.010834123094694,0.392462558913197,1,"drop"
"CHORDC1",7,3,9,-0.22720536225687,0.392263880649335,1,"drop"
"GNPAT",7,2,9,-0.132164941540052,0.384688783305421,1,"drop"
"NFATC2IP",7,3,9,0.0384615871411237,0.380648505970513,1,"drop"
"ADPGK",7,2,9,-0.101960860965413,0.37997667234311,1,"drop"
"OCIAD1",7,3,9,-0.107498473743987,0.379857873324877,1,"drop"
"TIA1",7,3,9,-0.111426536026327,0.378999336828025,1,"drop"
"ZNF655",7,3,9,-0.160624825859154,0.378849617108852,1,"drop"
"IKZF1",7,3,9,-0.274312245153773,0.376853013276538,1,"drop"
"COMMD8",7,3,9,-0.131577991477487,0.376358512747631,1,"drop"
"HSP90AA1",7,3,9,-0.0220677200285801,0.370977018262963,0.00000132392334097881,"drop"
"HIST2H2AC",7,2,9,0.288011766641919,0.368231301053079,1,"drop"
"KLHDC2",7,3,9,-0.293050408033256,0.36800218132874,1,"drop"
"VSIR",7,3,9,-0.366371210619121,0.366371210619121,1,"drop"
"TMX4",7,3,9,-0.0921886814763269,0.364193484228171,1,"drop"
"INPP5D",7,3,9,0.0287100218409093,0.363657703477973,1,"drop"
"ATP6V0E1",7,3,9,-0.300991315313696,0.35959582502044,0.0000373517490184276,"drop"
"ITCH",7,3,9,0.0767501198589659,0.359531668389014,1,"drop"
"NDUFC1",7,2,9,0.193284565961929,0.35766825800355,1,"drop"
"ZRSR2",7,3,9,0.0160086250645828,0.35589363833942,1,"drop"
"HSPA4",7,3,9,-0.040451341450144,0.353079259242222,0.0214867212966652,"drop"
"SPAG9",7,3,9,-0.353070196706896,0.353070196706896,1,"drop"
"VPS4B",7,3,9,-0.254968504648864,0.348822021292856,0.00412564395874355,"drop"
"S100A4",7,3,9,-0.226565752404057,0.348389134287061,0.00000186009949377162,"drop"
"UBE2M",7,2,9,0.258258278943753,0.348105233071001,1,"drop"
"PPP4R3A",7,3,9,0.000669789508608551,0.346408552976106,1,"drop"
"KDELR1",7,3,9,-0.271197968719397,0.345673993923837,0.751486444081228,"drop"
"THYN1",7,3,9,-0.26493603530863,0.337603401240205,1,"drop"
"SNHG5",7,3,9,0.259966644874054,0.336955921269238,1,"drop"
"VMP1",7,3,9,-0.209430501952769,0.332088499649892,1,"drop"
"ING3",7,3,9,0.18256774871443,0.331605131849175,1,"drop"
"TRIM33",7,3,9,-0.0444783887748703,0.325588437078645,1,"drop"
"ACBD3",7,3,9,-0.267343010868264,0.324921916973062,1,"drop"
"C1QBP",7,2,9,0.0495347287458911,0.319062370413202,1,"drop"
"TECR",7,3,9,-0.0119925230668223,0.31862354188114,1,"drop"
"RTF2",7,3,9,0.00619895215920988,0.317414260289447,1,"drop"
"CLTA",7,3,9,-0.246741849146851,0.312263023980174,0.00000273523995024381,"drop"
"BRD9",7,3,9,0.193253600049584,0.312237405966338,1,"drop"
"STX12",7,3,9,-0.109483819007567,0.310803619761297,1,"drop"
"RFXANK",7,3,9,-0.0414328634559206,0.307796394765586,1,"drop"
"EMP3",7,3,9,0.122043911152741,0.307593618194375,0.0032289195482967,"drop"
"DNAJC21",7,3,9,-0.0869376009504195,0.301421272815607,1,"drop"
