"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.27337168461242e-42,0.359219793410817,0.271,0.54,4.66066770284991e-38,"Basophils","WASF2"
1.45996304643213e-42,0.688835485614995,0.88,0.984,5.34361074624622e-38,"Basophils","ACTB"
3.14950152123602e-42,0.43692075864103,0.209,0.444,1.1527490517876e-37,"Basophils","ZC3H15"
4.93764146768458e-42,2.66926772371561,0.285,0.19,1.80722615358723e-37,"Basophils","TPST2"
7.75694687688151e-42,0.456292220143551,0.183,0.399,2.8391201264074e-37,"Basophils","DOCK2"
1.52568683296256e-41,0.29562704008235,0.158,0.354,5.58416637732627e-37,"Basophils","BUB3"
2.05792705128168e-41,1.83439605154653,0.495,0.486,7.53221880039609e-37,"Basophils","PRKCB"
2.32608587260023e-41,0.333741300680328,0.298,0.585,8.51370690230408e-37,"Basophils","CAPZB"
3.86031759881612e-41,0.289971761726473,0.103,0.267,1.41291484434269e-36,"Basophils","UBE2G2"
3.9037924334506e-41,2.36183687308288,0.291,0.195,1.42882706856725e-36,"Basophils","SLCO3A1"
5.77097380363566e-41,0.391957296507725,0.145,0.335,2.11223412186869e-36,"Basophils","SYNCRIP"
8.38605680206802e-41,0.583067177137968,0.176,0.389,3.06938065012491e-36,"Basophils","WTAP"
1.02380030337597e-40,2.26147912494304,0.441,0.399,3.7472114903864e-36,"Basophils","IRF2BP2"
3.68176982037574e-40,0.315805398911529,0.166,0.367,1.34756457195572e-35,"Basophils","HSD17B11"
3.75256004533182e-40,0.375561414532682,0.098,0.261,1.3734745021919e-35,"Basophils","NT5C"
4.43957887451786e-40,2.6304744284052,0.318,0.233,1.62493026386228e-35,"Basophils","SPTBN1"
1.36859683876758e-39,1.77190560086597,0.559,0.645,5.00920128957322e-35,"Basophils","N4BP2L2"
1.71758613047504e-39,0.254069951124027,0.097,0.257,6.28653699615168e-35,"Basophils","OS9"
1.89672206984381e-39,0.276927469280155,0.131,0.309,6.94219244783535e-35,"Basophils","NRDC"
2.84314224167838e-39,0.590671706316774,0.226,0.462,1.0406184918767e-34,"Basophils","U2SURP"
3.80260240192151e-39,0.544590624700042,0.256,0.509,1.39179050512729e-34,"Basophils","EPC1"
4.74042811286168e-39,0.490939794098575,0.111,0.279,1.7350440935885e-34,"Basophils","DNAJC21"
5.54506194068792e-39,0.485394243955699,0.257,0.511,2.02954812091119e-34,"Basophils","BZW1"
5.68951653098875e-39,0.325124860756136,0.143,0.325,2.08241994550719e-34,"Basophils","RBM27"
5.70196304530226e-39,1.23033276362061,0.614,0.698,2.08697549421108e-34,"Basophils","ACTR2"
5.91621284738766e-39,0.291855652103778,0.126,0.3,2.16539306427236e-34,"Basophils","PKN1"
9.25719110445373e-39,0.428822128022189,0.302,0.573,3.38822451614111e-34,"Basophils","HNRNPD"
1.08802097039045e-38,0.276463056176803,0.914,0.993,3.9822655537261e-34,"Basophils","FTH1"
1.83734414129803e-38,2.21038934111891,0.378,0.312,6.72486329156491e-34,"Basophils","GNG2"
2.24240189195392e-38,0.501120701781909,0.204,0.42,8.20741516474053e-34,"Basophils","RTF1"
3.34583055979416e-38,0.422804934584454,0.094,0.251,1.22460744319026e-33,"Basophils","VTI1B"
4.6237315186536e-38,0.540207168759955,0.106,0.267,1.69233197314241e-33,"Basophils","WDR33"
4.62394744922338e-38,0.294108760225389,0.097,0.25,1.69241100589025e-33,"Basophils","OTUD6B-AS1"
4.80169480178233e-38,0.289421185111738,0.118,0.284,1.75746831440035e-33,"Basophils","LARP7"
5.37137920284929e-38,2.50708078243093,0.342,0.267,1.96597850203487e-33,"Basophils","PLEKHA2"
6.40940079928538e-38,0.399207887698051,0.131,0.306,2.34590478654644e-33,"Basophils","MBD4"
9.29263402484689e-38,0.432076674005485,0.12,0.292,3.40119697943421e-33,"Basophils","RGS19"
9.87568396932093e-38,0.804406538040414,0.176,0.382,3.61459908961115e-33,"Basophils","DNAJC7"
1.56132670983298e-37,0.439572826661439,0.155,0.34,5.7146118906597e-33,"Basophils","FNBP4"
1.77092119480471e-37,0.548151221424183,0.222,0.445,6.48174866510472e-33,"Basophils","PPIG"
1.98495894840786e-37,0.389195767324739,0.105,0.264,7.26514824706761e-33,"Basophils","PMPCB"
2.16015735075501e-37,0.389286435714479,0.239,0.474,7.90639191949842e-33,"Basophils","TMEM50A"
2.38110803618537e-37,0.56423940927945,0.135,0.311,8.71509352324209e-33,"Basophils","LYPLA1"
2.43728215560346e-37,0.376293646253026,0.113,0.276,8.92069641772422e-33,"Basophils","COPB1"
2.59152778772958e-37,0.476312237543863,0.113,0.279,9.48525085586905e-33,"Basophils","SPINT2"
2.65696091230822e-37,0.262720136766589,0.12,0.285,9.72474263513933e-33,"Basophils","UBTF"
4.52435763191353e-37,0.493526750582187,0.131,0.303,1.65596013685667e-32,"Basophils","HAX1"
5.39274191755013e-37,0.359429755231027,0.13,0.3,1.97379746924252e-32,"Basophils","KRAS"
5.70475388998958e-37,0.529909964228566,0.111,0.271,2.08799697127509e-32,"Basophils","MED28"
7.05210379656833e-37,0.431495173368007,0.119,0.285,2.58114051058198e-32,"Basophils","R3HDM2"
8.50283040218052e-37,0.587675793430218,0.149,0.33,3.11212095550209e-32,"Basophils","ANAPC5"
9.86934042005293e-37,2.33358367699044,0.375,0.315,3.61227728714357e-32,"Basophils","LPGAT1"
1.12601992364043e-36,0.453457662097781,0.139,0.315,4.12134552251634e-32,"Basophils","WBP11"
1.17316426650674e-36,0.263205592333652,0.201,0.41,4.2938985318413e-32,"Basophils","DYNLL1"
1.1966142414634e-36,0.469164318278966,0.291,0.559,4.37972778518019e-32,"Basophils","SH3BGRL"
3.58093944650618e-36,0.40445202868779,0.12,0.284,1.31065964681573e-31,"Basophils","PPP2CA"
4.58758735426012e-36,0.622499493365948,0.099,0.252,1.67910284753275e-31,"Basophils","SYPL1"
4.87088382213615e-36,0.60995149697585,0.206,0.427,1.78279218774005e-31,"Basophils","PNRC2"
6.68861572373553e-36,0.293377041408451,0.135,0.307,2.44810024104444e-31,"Basophils","AKIRIN2"
6.97585849729359e-36,0.374254002863287,0.392,0.722,2.55323396859443e-31,"Basophils","HNRNPA3"
1.04556866435725e-35,0.725336977603617,0.11,0.27,3.82688586841396e-31,"Basophils","SYNGR2"
1.2567684210685e-35,0.524430988745235,0.139,0.311,4.5998980979528e-31,"Basophils","TUBB"
1.28087792101962e-35,0.622068518858823,0.139,0.314,4.68814127872391e-31,"Basophils","DNTTIP2"
1.8930241172356e-35,0.560995134127405,0.117,0.278,6.92865757149403e-31,"Basophils","TMEM167A"
2.72375226251693e-35,0.450659331569611,0.346,0.649,9.96920565603822e-31,"Basophils","FUS"
2.93288538682812e-35,0.519653354840868,0.23,0.451,1.07346538043296e-30,"Basophils","ARPC4"
3.66508651733208e-35,0.366774576112342,0.145,0.315,1.34145831620871e-30,"Basophils","PRKACB"
4.83044690524892e-35,0.574177342857794,0.103,0.254,1.76799187179016e-30,"Basophils","HM13"
6.62439704244851e-35,0.466731785767997,0.107,0.259,2.42459556150658e-30,"Basophils","WIPI2"
7.46547031375517e-35,0.704596948318679,0.118,0.28,2.73243678953753e-30,"Basophils","VPS36"
1.28200100587892e-34,0.47076528995382,0.181,0.37,4.69225188161745e-30,"Basophils","PTPRA"
1.73781126950231e-34,0.574462316451709,0.249,0.487,6.3605630275054e-30,"Basophils","KTN1"
1.75914190488197e-34,0.713943466093832,0.132,0.299,6.43863528605851e-30,"Basophils","TIAL1"
1.87191798139431e-34,0.518802324552182,0.112,0.267,6.8514070037013e-30,"Basophils","MAPK1IP1L"
2.26800855850223e-34,3.16254631436946,0.27,0.189,8.30113812497402e-30,"Basophils","SLC39A10"
3.20491424211742e-34,0.723323442302553,0.188,0.385,1.1730306617574e-29,"Basophils","PPHLN1"
5.04233421678341e-34,1.86626884167912,0.467,0.464,1.8455447466849e-29,"Basophils","EPB41"
6.76354239201097e-34,0.489448553919948,0.161,0.337,2.47552415089994e-29,"Basophils","THUMPD1"
7.25207837224713e-34,0.783544649770278,0.115,0.27,2.65433320502617e-29,"Basophils","RBBP7"
7.78141714434117e-34,0.305965642889036,0.121,0.276,2.84807648900031e-29,"Basophils","SRPK2"
1.05248471852927e-33,0.616570665848915,0.237,0.464,3.85219931828899e-29,"Basophils","SF3B2"
1.64355315460732e-33,0.481146976445754,0.106,0.254,6.01556890117824e-29,"Basophils","CAPRIN1"
1.95890503805965e-33,0.40014808311825,0.119,0.27,7.16978832980211e-29,"Basophils","EBLN3P"
2.7474615066201e-33,0.391471862562963,0.198,0.398,1.00559838603802e-28,"Basophils","CAPZA2"
4.42112027481156e-33,0.258409843701361,0.115,0.264,1.61817423178378e-28,"Basophils","ZBTB1"
4.96109142186668e-33,0.674984776798881,0.161,0.343,1.81580907131742e-28,"Basophils","ANXA7"
6.43852401902947e-33,0.408829146420518,0.12,0.273,2.35656417620498e-28,"Basophils","FUBP1"
9.4084491532621e-33,0.678974771610711,0.111,0.264,3.44358647458546e-28,"Basophils","ZFP91"
1.05749686867277e-32,0.692240394216287,0.191,0.386,3.8705442890292e-28,"Basophils","HSPA9"
1.16421659787943e-32,0.368753629642429,0.151,0.321,4.26114916989852e-28,"Basophils","UBE2R2"
1.52482734703263e-32,0.579044060253929,0.186,0.379,5.58102057287412e-28,"Basophils","ZMAT2"
1.72972394577717e-32,0.719003463218005,0.198,0.396,6.33096261393903e-28,"Basophils","PRPF4B"
2.43628845572328e-32,0.597609569631353,0.116,0.268,8.91705937679279e-28,"Basophils","YTHDF2"
3.53365395784407e-32,1.97367385131391,0.456,0.453,1.29335268511051e-27,"Basophils","ANKRD44"
4.15214696045757e-32,0.728102417581633,0.155,0.327,1.51972730899708e-27,"Basophils","RBM17"
8.37273624686084e-32,0.609525893355306,0.277,0.524,3.06450519371354e-27,"Basophils","DDX24"
9.76684653503274e-32,0.525746049265884,0.268,0.507,3.57476350028733e-27,"Basophils","YY1"
1.00935370156144e-31,0.447238068800654,0.256,0.486,3.69433548308501e-27,"Basophils","CAPZA1"
1.10097407857209e-31,0.356258130110021,0.11,0.253,4.02967522498169e-27,"Basophils","TRAPPC10"
3.24718997691325e-31,0.37171644040094,0.122,0.272,1.18850400345002e-26,"Basophils","SELENOS"
4.38028776083752e-31,0.6283130743577,0.162,0.334,1.60322912334414e-26,"Basophils","ARHGAP15"
4.52154964529495e-31,2.63340524745251,0.28,0.205,1.6549323856744e-26,"Basophils","DGKD"
4.84044196234343e-31,0.460550253110313,0.121,0.269,1.77165016263732e-26,"Basophils","SFT2D2"
5.13793792279114e-31,0.255954307419123,0.115,0.258,1.88053665912078e-26,"Basophils","TMC6"
5.77443362962936e-31,0.488684061817419,0.158,0.329,2.11350045278064e-26,"Basophils","TOP1"
6.67529333895844e-31,0.438727910078977,0.136,0.29,2.44322411499218e-26,"Basophils","CASP8"
9.24670417863298e-31,0.629986556242647,0.127,0.279,3.38438619642146e-26,"Basophils","SMU1"
1.12365521119976e-30,1.93622472515953,0.461,0.472,4.11269043851224e-26,"Basophils","ADD3"
1.29418613868769e-30,0.822789906233844,0.113,0.258,4.7368506862108e-26,"Basophils","SUGT1"
1.723456778933e-30,0.593981260005127,0.231,0.437,6.30802415657269e-26,"Basophils","EIF3A"
2.02342105776722e-30,0.637312505602682,0.14,0.3,7.40592341353381e-26,"Basophils","VPS35"
2.39278320894625e-30,0.88022103593143,0.291,0.207,8.75782582306418e-26,"Basophils","RGS18"
3.12168782901441e-30,0.675641026853264,0.166,0.341,1.14256896229756e-25,"Basophils","FGFR1OP2"
3.69196825743951e-30,0.510871168346441,0.145,0.306,1.35129730190543e-25,"Basophils","CNOT1"
4.5767705661189e-30,2.07734703354428,0.303,0.231,1.67514379490518e-25,"Basophils","BACH1"
5.00251448150211e-30,0.654247426855229,0.2,0.392,1.83097032537459e-25,"Basophils","TMPO"
7.66397119738504e-30,0.418343561597719,0.137,0.29,2.8050900979549e-25,"Basophils","CARD8"
7.83188027122908e-30,2.40927125694707,0.351,0.297,2.86654649807256e-25,"Basophils","PHIP"
1.01741330854255e-29,2.10333018579456,0.447,0.446,3.72383445059658e-25,"Basophils","ZNF207"
1.20960861405936e-29,0.97555591629238,0.186,0.374,4.42728848831866e-25,"Basophils","SRI"
1.23974483100608e-29,0.724567155531287,0.128,0.278,4.53759005596535e-25,"Basophils","CSNK2A1"
1.74636564356888e-29,0.578672093702711,0.268,0.5,6.39187289202644e-25,"Basophils","SP100"
1.7944784217986e-29,0.865922062589122,0.158,0.328,6.56797047162506e-25,"Basophils","UFM1"
1.88457505457965e-29,1.7380886332248,0.501,0.544,6.89773315726697e-25,"Basophils","PDCD4"
2.82259649711267e-29,1.35227894934316,0.59,0.713,1.03309854390821e-24,"Basophils","PTP4A2"
2.94447135057364e-29,0.288019536817779,0.176,0.352,1.07770595902346e-24,"Basophils","FERMT3"
3.01801353794899e-29,2.24729059665767,0.458,0.482,1.10462313502471e-24,"Basophils","SELENOK"
6.651925746729e-29,0.366806451242952,0.383,0.678,2.43467134256028e-24,"Basophils","TMBIM6"
6.84842620953962e-29,0.669175488124179,0.118,0.264,2.5065924769536e-24,"Basophils","RAB4A"
7.01236049175016e-29,0.40814648303153,0.236,0.44,2.56659406358548e-24,"Basophils","TAF7"
7.55487814850474e-29,0.385419697802698,0.247,0.451,2.76516095113422e-24,"Basophils","TNFAIP3"
7.86323006914231e-29,0.289858127821894,0.125,0.269,2.87802083760678e-24,"Basophils","DOK2"
9.47134436163455e-29,1.52314811771754,0.586,0.728,3.46660674980186e-24,"Basophils","LINC01578"
1.12958951326681e-28,0.383905919622317,0.186,0.359,4.13441057750786e-24,"Basophils","TOB1"
1.25322945497792e-28,0.734186260489693,0.169,0.338,4.58694512816469e-24,"Basophils","GLS"
2.32645766290736e-28,0.329488844989404,0.343,0.605,8.51506769200723e-24,"Basophils","ARL4C"
2.88372976041528e-28,0.542858217758137,0.778,0.913,1.0554739296096e-23,"Basophils","BTG1"
4.70364841968987e-28,0.53005047800417,0.116,0.256,1.72158235809069e-23,"Basophils","STK24"
5.24642947879258e-28,0.564572850966922,0.267,0.491,1.92024565353287e-23,"Basophils","TRAF3IP3"
6.27508633759636e-28,0.478222655055247,0.127,0.271,2.29674435042364e-23,"Basophils","AKIRIN1"
6.43662440645706e-28,1.62887105091291,0.522,0.584,2.35586889900735e-23,"Basophils","AKAP13"
7.35398533184618e-28,0.465063318259144,0.183,0.353,2.69163217130902e-23,"Basophils","ARRDC3"
7.60859388319601e-28,0.716782858839913,0.178,0.348,2.78482144718857e-23,"Basophils","SSR1"
8.90302527561063e-28,0.825188302761509,0.224,0.425,3.25859628112625e-23,"Basophils","SRSF10"
1.05989799701418e-27,0.428664579748995,0.164,0.324,3.87933265887159e-23,"Basophils","TLK1"
1.14001621846393e-27,0.67983735108466,0.125,0.268,4.17257336119981e-23,"Basophils","ARHGAP4"
1.17671035936069e-27,0.640978819300193,0.143,0.297,4.30687758629605e-23,"Basophils","PTPN1"
1.95635757048569e-27,0.901278695027655,0.12,0.26,7.16046434373469e-23,"Basophils","TRIM44"
2.09456008378546e-27,1.45859103282476,0.409,0.36,7.66629936266318e-23,"Basophils","NCF1"
2.56684380949943e-27,0.401444579488689,0.324,0.566,9.39490502714887e-23,"Basophils","BTG2"
3.13271542997982e-27,0.36754084172372,0.123,0.261,1.14660517452691e-22,"Basophils","HNRNPH2"
4.37253772114292e-27,0.428014747768297,0.134,0.279,1.60039253131552e-22,"Basophils","PTPN18"
6.21149292702905e-27,0.711664215597565,0.127,0.27,2.2734685262219e-22,"Basophils","DAZAP1"
8.32559713462602e-27,0.604088717838043,0.124,0.265,3.04725180724447e-22,"Basophils","MMP24OS"
1.57623686142467e-26,1.63285489830554,0.525,0.602,5.76918453650045e-22,"Basophils","ANKRD12"
2.07219853953626e-26,0.890675811201197,0.216,0.404,7.58445387455667e-22,"Basophils","ZRANB2"
2.77332661669245e-26,0.591091982483164,0.216,0.402,1.0150652749756e-21,"Basophils","BNIP2"
3.95154657785815e-26,2.22275815681748,0.369,0.33,1.44630556296186e-21,"Basophils","MAP3K8"
6.15863275054166e-26,0.648261463938166,0.173,0.335,2.25412117302575e-21,"Basophils","MAT2B"
7.50438742886534e-26,0.490232784716439,0.325,0.583,2.746680842839e-21,"Basophils","ARF1"
8.55698287933221e-26,0.673844005761038,0.167,0.326,3.13194130366438e-21,"Basophils","SMARCA5"
8.94210649285981e-26,2.2437578148292,0.42,0.422,3.27290039745162e-21,"Basophils","STMP1"
9.02382459407936e-26,0.664052700253726,0.144,0.291,3.30281003967899e-21,"Basophils","COX17"
9.84317283929426e-26,0.742671550117947,0.247,0.458,3.60269969091009e-21,"Basophils","GPBP1"
1.26999018452626e-25,0.72874531490033,0.136,0.278,4.64829107438455e-21,"Basophils","SFSWAP"
1.71159831325585e-25,0.622589441460025,0.146,0.291,6.26462098634775e-21,"Basophils","IL16"
2.12889203540519e-25,0.776949940314738,0.125,0.263,7.79195773878653e-21,"Basophils","LMBRD1"
2.9808767751068e-25,0.686007304958966,0.159,0.314,1.09103070845684e-20,"Basophils","RNPEPL1"
4.18839026791515e-25,0.814622604965923,0.205,0.387,1.53299272195963e-20,"Basophils","KIF5B"
6.08260641774869e-25,0.495994803034367,0.202,0.378,2.2262947749602e-20,"Basophils","RHOG"
1.18917657986612e-24,0.613529432456562,0.157,0.305,4.35250519996798e-20,"Basophils","PCMTD1"
1.28843205338045e-24,0.538381014422051,0.268,0.475,4.71579015857778e-20,"Basophils","CD164"
1.44307702900836e-24,0.500049533335299,0.155,0.303,5.28180623387349e-20,"Basophils","BLOC1S6"
1.80188576287654e-24,0.824056116295973,0.177,0.34,6.59508208070442e-20,"Basophils","HNRNPL"
2.10136307643063e-24,0.662333032660065,0.154,0.301,7.69119899604376e-20,"Basophils","REST"
2.14110417321996e-24,1.13289854252666,0.582,0.732,7.83665538440239e-20,"Basophils","MBNL1"
3.02702905762754e-24,0.482281021004127,0.139,0.274,1.10792290538226e-19,"Basophils","RNF19A"
3.03012974243681e-24,0.830808637252641,0.125,0.26,1.1090577870293e-19,"Basophils","TRABD"
3.14855098718369e-24,0.668378354991871,0.229,0.419,1.1524011468191e-19,"Basophils","ARHGDIA"
3.26529187579539e-24,0.726419267557039,0.145,0.286,1.19512947945987e-19,"Basophils","CNOT2"
5.82954632388684e-24,0.55981163113717,0.167,0.317,2.13367225000582e-19,"Basophils","VPS4B"
6.21816465749742e-24,0.88147940592156,0.125,0.258,2.27591044629063e-19,"Basophils","TMEM248"
9.41525851273394e-24,0.543413581469635,0.148,0.286,3.44607876824575e-19,"Basophils","SLC38A2"
1.11497436354633e-23,0.462796838882388,0.297,0.523,4.08091766801593e-19,"Basophils","CD63"
1.12726334420488e-23,1.14168645661469,0.631,0.789,4.12589656612428e-19,"Basophils","CXCR4"
1.15493855689462e-23,0.809525446277004,0.148,0.291,4.22719061209002e-19,"Basophils","POLR2B"
2.12220326421211e-23,0.551749464503324,0.174,0.327,7.76747616734275e-19,"Basophils","RBBP6"
2.15068343725459e-23,0.610110524523764,0.257,0.451,7.87171644869552e-19,"Basophils","FKBP5"
2.21753546555327e-23,0.394831394359304,0.131,0.259,8.11640155747153e-19,"Basophils","RABGAP1L"
2.21933611002801e-23,0.705747042705857,0.142,0.279,8.12299209631353e-19,"Basophils","XPO1"
2.82653842665125e-23,0.961885774199735,0.203,0.381,1.03454132953863e-18,"Basophils","RNPS1"
2.83771530860288e-23,0.859388569705068,0.128,0.259,1.03863218010174e-18,"Basophils","DYNC1I2"
4.8961144483459e-23,0.642320167100987,0.156,0.298,1.79202684923908e-18,"Basophils","SYNRG"
6.40966883640026e-23,0.798289801283806,0.2,0.373,2.34600289081086e-18,"Basophils","TRA2A"
6.60734189623717e-23,1.79381817312724,0.365,0.324,2.41835320744177e-18,"Basophils","SSH2"
7.29405972431084e-23,0.668021358161979,0.188,0.35,2.66969879969501e-18,"Basophils","CHMP3"
1.01727916042992e-22,0.690404060181916,0.276,0.488,3.72334345508954e-18,"Basophils","MYCBP2"
1.05750301948428e-22,0.578479372183307,0.167,0.312,3.87056680161441e-18,"Basophils","KDM2A"
1.12581411454559e-22,0.79989652249537,0.131,0.261,4.12059224064831e-18,"Basophils","ZFX"
1.16981277411498e-22,1.34024134861083,0.443,0.435,4.28163173453825e-18,"Basophils","SDCBP"
1.33925382958618e-22,0.947872176285932,0.205,0.378,4.90180294166836e-18,"Basophils","DDX39B"
1.89171990064646e-22,0.84049912839844,0.135,0.269,6.9238840083561e-18,"Basophils","CALCOCO2"
1.93411015528554e-22,0.851555928565576,0.161,0.31,7.07903657936061e-18,"Basophils","UBE2K"
2.58908288547375e-22,0.911105769776718,0.208,0.38,9.47630226912248e-18,"Basophils","RSRC2"
2.93556191313353e-22,0.637449540285747,0.244,0.431,1.074445015826e-17,"Basophils","CANX"
3.16508275995726e-22,0.571189793273892,0.13,0.257,1.15845194097196e-17,"Basophils","CSNK1G2"
3.3181878682034e-22,0.403991587978428,0.261,0.458,1.21448994164113e-17,"Basophils","BOD1L1"
3.83524135477571e-22,0.94001994214696,0.141,0.276,1.40373668826146e-17,"Basophils","THOC2"
3.85051182800346e-22,0.698437763394567,0.317,0.559,1.40932583416755e-17,"Basophils","EIF5"
4.54791889392696e-22,0.983413322972753,0.24,0.431,1.66458379436621e-17,"Basophils","LUC7L3"
6.36372223700457e-22,0.729581475001505,0.288,0.51,2.32918597596604e-17,"Basophils","TAX1BP1"
6.426859137486e-22,0.74613642267239,0.156,0.297,2.35229471291125e-17,"Basophils","CHMP1B"
6.58436252605274e-22,0.768243841345262,0.156,0.296,2.40994252816056e-17,"Basophils","PCGF5"
8.05838550166379e-22,0.481716019000955,0.134,0.26,2.94944967746396e-17,"Basophils","CSGALNACT2"
8.56394276587749e-22,0.739033374102467,0.198,0.362,3.13448869173882e-17,"Basophils","RAB14"
1.82365311893768e-21,0.666806853967465,0.16,0.297,6.6747527806238e-17,"Basophils","GPATCH8"
3.45344526970103e-21,0.767243608974627,0.139,0.268,1.26399550316328e-16,"Basophils","GNPTAB"
3.4687465554619e-21,0.930752539550938,0.161,0.303,1.26959592676461e-16,"Basophils","TBL1XR1"
6.28611930730018e-21,0.88365860503868,0.164,0.306,2.30078252766494e-16,"Basophils","SEC31A"
7.00736835760292e-21,2.31686938335021,0.281,0.227,2.56476689256624e-16,"Basophils","CCDC88A"
8.13510206568318e-21,0.819654409170671,0.128,0.251,2.9775287070607e-16,"Basophils","MIA3"
1.31210912964562e-20,0.830604063260905,0.143,0.272,4.80245062541594e-16,"Basophils","PPP2R5E"
2.59169692575181e-20,0.747298706514123,0.36,0.63,9.4858699179442e-16,"Basophils","C11orf58"
2.5992181405191e-20,0.870711293117568,0.183,0.336,9.51339831611396e-16,"Basophils","PRPF8"
2.90278384968374e-20,0.894027415584009,0.13,0.252,1.06244791682275e-15,"Basophils","MAN1A2"
2.92271396858299e-20,0.280853862059,0.161,0.291,1.06974253964106e-15,"Basophils","TAGAP"
2.97068880997961e-20,0.756094164066893,0.203,0.364,1.08730181134064e-15,"Basophils","MIER1"
3.34377722938862e-20,0.96269810828178,0.148,0.28,1.22385590372853e-15,"Basophils","PDCD6IP"
3.57813581299937e-20,1.50023831937974,0.322,0.269,1.3096334889159e-15,"Basophils","SLC2A3"
3.72696779565948e-20,0.918853088868526,0.154,0.285,1.36410748288933e-15,"Basophils","SUZ12"
4.51744918961316e-20,0.522630003210253,0.184,0.329,1.65343157789031e-15,"Basophils","ELF2"
6.38576511508299e-20,0.370399101149041,0.164,0.298,2.33725388977152e-15,"Basophils","METRNL"
7.68969554899364e-20,1.0426830866905,0.318,0.256,2.81450546788716e-15,"Basophils","NIBAN1"
8.35097086776268e-20,0.816519056868776,0.273,0.471,3.05653884730982e-15,"Basophils","KLF13"
8.47658899278211e-20,0.828131755716723,0.154,0.286,3.10251633724818e-15,"Basophils","EFCAB14"
8.49195479871971e-20,0.947202394600298,0.151,0.285,3.1081403758794e-15,"Basophils","SLU7"
9.06195675341449e-20,0.672921708501613,0.264,0.459,3.31676679131724e-15,"Basophils","MAP1LC3B"
1.01901469133773e-19,1.04628528421033,0.135,0.258,3.72969567176521e-15,"Basophils","ZNF644"
1.08551987242065e-19,0.380447409184062,0.165,0.295,3.97311128504683e-15,"Basophils","GPR183"
2.18264689789865e-19,0.987251520430606,0.174,0.315,7.98870591099887e-15,"Basophils","ATG12"
2.4296835094361e-19,0.342213885914679,0.285,0.479,8.89288461288705e-15,"Basophils","WIPF1"
4.30889495674494e-19,0.287530906132305,0.97,0.948,1.57709864311822e-14,"Basophils","MT-ND3"
5.44624175752192e-19,2.56275948024931,0.336,0.31,1.9933789456706e-14,"Basophils","GABPB1-AS1"
6.68234136328543e-19,0.712693715490932,0.153,0.281,2.4458037623761e-14,"Basophils","EIF2AK1"
1.06936864834862e-18,1.32015654097924,0.557,0.702,3.91399618982077e-14,"Basophils","LIMD2"
1.10202532284502e-18,0.937098766512792,0.191,0.341,4.03352288414505e-14,"Basophils","RAP2B"
1.30455088056014e-18,0.870537759794335,0.21,0.372,4.77478667793818e-14,"Basophils","PHF20"
1.49063032242698e-18,0.69908435502843,0.19,0.337,5.45585604311499e-14,"Basophils","PPP1R18"
1.68859946939009e-18,0.35050851346518,0.135,0.251,6.18044291791466e-14,"Basophils","PPP1R15A"
1.96044193874146e-18,0.803910707382732,0.166,0.301,7.17541353998763e-14,"Basophils","ZNF24"
2.66218632710968e-18,0.816390115685854,0.138,0.258,9.74386817585416e-14,"Basophils","DNAJC3"
2.87380559798032e-18,1.18567835543456,0.23,0.407,1.05184158691678e-13,"Basophils","METTL9"
3.19409316831164e-18,0.47311000957303,0.424,0.705,1.16907004053374e-13,"Basophils","HNRNPC"
3.34197248504654e-18,0.854967562563344,0.14,0.256,1.22319534925188e-13,"Basophils","BDP1"
3.90383744811872e-18,0.656208398543561,0.322,0.548,1.42884354438593e-13,"Basophils","CDV3"
4.09893656589314e-18,0.820137392788443,0.21,0.364,1.50025177248255e-13,"Basophils","ACAP1"
4.5013792513392e-18,0.857591672038994,0.289,0.501,1.64754981978266e-13,"Basophils","THRAP3"
5.12033472184677e-18,1.4289226371143,0.455,0.49,1.87409371154313e-13,"Basophils","CFLAR"
6.88596067658575e-18,0.491571621831416,0.256,0.434,2.52033046723715e-13,"Basophils","STAT3"
6.89151258805914e-18,0.574697664557142,0.301,0.505,2.52236252235553e-13,"Basophils","MBP"
7.93579663736743e-18,1.8366997118522,0.423,0.45,2.90458092724285e-13,"Basophils","MDM4"
9.14301069962392e-18,0.848440249798399,0.63,0.817,3.34643334616935e-13,"Basophils","YWHAZ"
1.23324353378257e-17,0.78285846023182,0.167,0.302,4.51379465799758e-13,"Basophils","RAB11A"
1.45920735683437e-17,0.716228629794396,0.261,0.442,5.34084484674949e-13,"Basophils","CKLF"
1.59345510436134e-17,0.88696521782518,0.154,0.281,5.83220502747293e-13,"Basophils","MAPRE1"
2.12397074543026e-17,0.282111678688442,0.464,0.792,7.77394532534929e-13,"Basophils","SON"
2.19522939118863e-17,0.377068194278534,0.443,0.748,8.03475909468952e-13,"Basophils","HNRNPK"
2.93700239759259e-17,0.851600999822542,0.195,0.337,1.07497224754286e-12,"Basophils","NAP1L4"
3.26133228740624e-17,0.716005147723298,0.199,0.344,1.19368023051356e-12,"Basophils","MAPK1"
3.61749078782335e-17,2.77282175443226,0.255,0.215,1.32403780325122e-12,"Basophils","CHPT1"
4.33017861185159e-17,0.744569000903116,0.344,0.585,1.5848886737238e-12,"Basophils","HP1BP3"
5.78332333760531e-17,0.663313178649923,0.147,0.266,2.11675417479692e-12,"Basophils","SNAP23"
6.28681021267088e-17,0.63008099289497,0.221,0.376,2.30103540593967e-12,"Basophils","PRKAR1A"
